CERCID,SITE,SELFGAME,DISTANT,PROXIM,DIEPUN,OMNI.BG,AGE,SEX,CHILDREN,FORMALED,HONSAL,DISSAL,HONBIN,DISBIN,HONDIS,TREATMENT,INGFIRST,gamecheck,gmcheck.imp,HADZA
CERC1,Coastal Tanna,0,15,15,0.5,1,40,0,4,0,NA,NA,0,0,0,0,1,0,0,0
CERC10,Coastal Tanna,0,11,19,1,1,35,0,2,10,NA,NA,0,0,0,0,1,0,0,0
CERC100,Hadza,0,14,16,NA,NA,47,1,5,0,NA,NA,0,0,0,0,0,NA,1,1
CERC101,Hadza,0,15,15,1,1,47,0,5,0,NA,NA,0,0,0,0,1,NA,0,1
CERC102,Hadza,0,13,17,NA,NA,35,1,5,0,NA,NA,0,0,0,0,0,NA,0,1
CERC103,Hadza,0,12,18,1,1,28,0,4,0,NA,NA,0,0,0,0,0,NA,0,1
CERC104,Hadza,0,7,23,NA,NA,21,1,0,9,0.75,1,1,1,2,0,1,NA,0,1
CERC105,Hadza,0,14,16,0.5,1,40,1,4,6,NA,NA,0,0,0,0,0,NA,0,1
CERC106,Hadza,0,17,13,1,1,60,1,8,0,0.2,1,1,1,2,0,0,NA,0,1
CERC107,Hadza,0,12,18,1,1,23,1,0,7,NA,NA,0,0,0,0,0,NA,0,1
CERC108,Hadza,0,13,17,NA,0,45,1,6,0,NA,NA,0,0,0,0,1,NA,0,1
CERC109,Hadza,0,11,19,0,1,38,0,5,0,NA,NA,0,0,0,0,0,NA,0,1
CERC11,Coastal Tanna,0,14,16,1,1,18,0,0,8,NA,NA,0,0,0,0,0,0,0,0
CERC110,Hadza,0,11,19,1,1,30,1,0,7,0.25,0.8,1,1,2,0,1,NA,1,1
CERC111,Hadza,0,11,19,0,1,19,0,1,5,NA,NA,0,0,0,0,0,NA,0,1
CERC112,Hadza,0,13,17,0,0,42,0,7,0,NA,NA,0,0,0,0,1,NA,0,1
CERC113,Inland Tanna,0,13,17,0.5,1,39,0,8,0,NA,NA,0,0,0,0,0,0,0,0
CERC114,Inland Tanna,0,15,15,1,1,34,0,6,0,NA,NA,0,0,0,0,1,0,0,0
CERC115,Inland Tanna,0,6,24,NA,NA,37,0,9,0,NA,NA,0,0,0,0,0,0,0,0
CERC116,Inland Tanna,0,19,11,1,1,52,0,8,0,NA,NA,0,0,0,0,1,0,0,0
CERC117,Inland Tanna,0,13,17,1,1,63,0,11,0,NA,NA,0,0,0,0,0,0,0,0
CERC118,Inland Tanna,0,11,19,1,1,35,0,6,0,NA,NA,0,0,0,0,0,0,0,0
CERC119,Inland Tanna,0,12,18,NA,NA,67,0,9,0,NA,NA,0,0,0,0,1,0,0,0
CERC12,Coastal Tanna,0,10,20,1,1,19,0,2,7,NA,NA,0,0,0,0,1,0,0,0
CERC120,Inland Tanna,0,16,14,0.5,1,32,0,3,0,NA,NA,0,0,0,0,0,0,0,0
CERC121,Inland Tanna,0,18,12,0.5,1,19,0,0,0,NA,NA,0,0,0,0,1,0,0,0
CERC122,Inland Tanna,0,0,30,0,1,21,0,0,0,NA,NA,0,0,0,0,0,0,0,0
CERC123,Inland Tanna,0,13,17,1,1,26,0,2,0,NA,NA,0,0,0,0,0,0,0,0
CERC124,Inland Tanna,0,17,13,0.5,1,30,0,5,4,NA,NA,0,0,0,0,1,0,0,0
CERC125,Inland Tanna,0,13,17,0.5,1,23,0,0,0,NA,NA,0,0,0,0,1,0,0,0
CERC126,Inland Tanna,0,10,20,NA,NA,28,0,4,0,NA,NA,0,0,0,0,1,0,0,0
CERC127,Inland Tanna,0,16,14,1,1,40,0,5,0,NA,NA,0,0,0,0,1,0,0,0
CERC128,Inland Tanna,0,10,20,0.5,1,55,0,9,0,NA,NA,0,0,0,0,0,0,0,0
CERC129,Inland Tanna,0,18,12,1,1,70,0,7,0,NA,NA,0,0,0,0,0,0,0,0
CERC13,Coastal Tanna,0,15,15,1,1,21,0,1,10,NA,NA,0,0,0,0,1,0,0,0
CERC130,Inland Tanna,0,15,15,0.5,1,18,0,1,0,NA,NA,0,0,0,0,0,0,0,0
CERC131,Inland Tanna,0,15,15,0,NA,45,0,8,0,NA,NA,0,0,0,0,0,0,0,0
CERC132,Inland Tanna,0,14,16,NA,NA,20,0,0,0,NA,NA,0,0,0,0,1,0,0,0
CERC133,Inland Tanna,0,17,13,0,0,50,0,5,0,NA,NA,0,0,0,0,0,0,0,0
CERC134,Inland Tanna,0,18,12,0.5,1,75,0,10,0,NA,NA,0,0,0,0,1,0,0,0
CERC135,Inland Tanna,0,14,16,NA,1,40,0,5,0,NA,NA,0,0,0,0,0,0,0,0
CERC136,Inland Tanna,0,19,11,NA,NA,40,0,5,0,NA,NA,0,0,0,0,1,0,0,0
CERC137,Inland Tanna,0,14,16,0,1,21,0,0,0,NA,NA,0,0,0,0,1,0,0,0
CERC138,Inland Tanna,0,13,17,0.5,0,18,0,0,0,NA,NA,0,0,0,0,0,0,0,0
CERC139,Inland Tanna,0,14,16,0.5,1,24,0,1,0,NA,NA,0,0,0,0,1,0,0,0
CERC14,Coastal Tanna,0,17,13,0,1,26,0,2,6,NA,NA,0,0,0,0,1,0,0,0
CERC140,Inland Tanna,0,17,13,0.5,1,21,0,0,4,NA,NA,0,0,0,0,0,0,0,0
CERC141,Inland Tanna,0,13,17,0.5,1,28,0,0,0,NA,NA,0,0,0,0,0,0,0,0
CERC142,Inland Tanna,0,17,13,NA,NA,21,0,1,9,NA,NA,0,0,0,0,1,0,0,0
CERC143,Inland Tanna,0,19,11,NA,NA,20,0,0,0,NA,NA,0,0,0,0,1,0,0,0
CERC144,Inland Tanna,0,19,11,1,1,19,0,0,0,NA,NA,0,0,0,0,0,0,0,0
CERC145,Inland Tanna,0,14,16,0,1,20,0,0,0,NA,NA,0,0,0,0,0,0,0,0
CERC146,Inland Tanna,0,14,16,0.5,0,26,0,0,6,NA,NA,0,0,0,0,1,0,0,0
CERC147,Inland Tanna,0,14,16,1,1,51,0,7,0,NA,NA,0,0,0,0,0,0,0,0
CERC148,Inland Tanna,0,16,14,1,1,26,0,0,0,NA,NA,0,0,0,0,0,0,0,0
CERC149,Inland Tanna,0,18,12,NA,NA,21,0,0,0,NA,NA,0,0,0,0,0,0,0,0
CERC15,Coastal Tanna,0,10,20,1,1,21,0,0,2,NA,NA,0,0,0,0,0,0,0,0
CERC150,Inland Tanna,0,17,13,0,NA,23,0,1,0,NA,NA,0,0,0,0,0,0,0,0
CERC151,Inland Tanna,0,17,13,0.5,1,64,1,7,0,NA,NA,0,0,0,0,0,0,0,0
CERC152,Inland Tanna,0,15,15,0.5,1,68,1,11,0,NA,NA,0,0,0,0,0,0,0,0
CERC153,Inland Tanna,0,13,17,1,1,65,1,8,0,NA,0.75,0,1,1,0,0,0,0,0
CERC154,Inland Tanna,0,15,15,0.5,1,50,1,9,0,NA,NA,0,0,0,0,1,0,0,0
CERC155,Inland Tanna,0,14,16,1,1,45,1,6,0,NA,NA,0,0,0,0,1,0,0,0
CERC156,Inland Tanna,0,10,20,1,1,42,1,6,0,NA,NA,0,0,0,0,1,0,0,0
CERC157,Inland Tanna,0,17,13,0,1,38,1,5,0,NA,NA,0,0,0,0,1,0,0,0
CERC158,Inland Tanna,0,16,14,NA,NA,25,1,0,0,NA,NA,0,0,0,0,0,0,0,0
CERC159,Inland Tanna,0,15,15,1,1,27,1,0,0,NA,NA,0,0,0,0,0,0,0,0
CERC16,Coastal Tanna,0,11,19,NA,NA,31,0,4,10,0.5,0.5,1,1,2,0,1,0,0,0
CERC160,Inland Tanna,0,16,14,1,1,40,1,5,0,NA,NA,0,0,0,0,0,0,0,0
CERC161,Inland Tanna,0,13,17,NA,NA,38,1,4,0,NA,NA,0,0,0,0,1,0,0,0
CERC162,Inland Tanna,0,18,12,1,1,30,1,3,0,NA,NA,0,0,0,0,0,0,0,0
CERC163,Inland Tanna,0,10,20,0,0,33,1,3,0,NA,NA,0,0,0,0,1,0,0,0
CERC164,Inland Tanna,0,16,14,1,1,69,1,5,0,NA,0.666666667,0,1,1,0,0,0,0,0
CERC165,Inland Tanna,0,16,14,1,1,36,1,5,0,NA,NA,0,0,0,0,1,0,0,0
CERC166,Inland Tanna,0,14,16,0.5,1,60,1,10,0,NA,NA,0,0,0,0,1,0,0,0
CERC167,Inland Tanna,0,14,16,0.5,1,45,1,5,0,NA,NA,0,0,0,0,1,0,0,0
CERC168,Inland Tanna,0,14,16,1,1,27,1,1,0,NA,NA,0,0,0,0,0,0,0,0
CERC169,Inland Tanna,0,15,15,0.5,1,19,1,0,0,NA,NA,0,0,0,0,0,0,0,0
CERC17,Coastal Tanna,0,16,14,1,1,62,0,5,8,NA,NA,0,0,0,0,1,0,0,0
CERC170,Inland Tanna,0,13,17,0.5,1,19,1,0,0,0.25,NA,1,0,1,0,0,0,0,0
CERC171,Inland Tanna,0,16,14,0.5,1,41,1,8,0,NA,NA,0,0,0,0,1,0,0,0
CERC172,Inland Tanna,0,13,17,NA,NA,60,1,5,0,NA,NA,0,0,0,0,0,0,0,0
CERC173,Inland Tanna,0,14,16,1,1,58,1,5,0,NA,NA,0,0,0,0,0,0,0,0
CERC174,Inland Tanna,0,14,16,1,1,25,1,0,0,NA,NA,0,0,0,0,1,0,0,0
CERC175,Inland Tanna,0,14,16,0.5,1,35,1,4,12,NA,NA,0,0,0,0,0,0,0,0
CERC176,Inland Tanna,0,15,15,1,1,55,1,0,0,NA,NA,0,0,0,0,1,0,0,0
CERC177,Inland Tanna,0,5,25,1,1,71,1,10,0,NA,NA,0,0,0,0,0,0,0,0
CERC178,Inland Tanna,0,18,12,1,1,20,1,0,1,NA,NA,0,0,0,0,1,0,0,0
CERC179,Inland Tanna,0,18,12,1,1,20,1,0,0,NA,NA,0,0,0,0,1,0,0,0
CERC18,Coastal Tanna,0,NA,NA,0.5,1,19,0,0,7,NA,NA,0,0,0,0,1,0,0,0
CERC180,Inland Tanna,0,13,17,NA,1,26,1,0,5,NA,NA,0,0,0,0,1,0,0,0
CERC181,Inland Tanna,0,17,13,1,1,33,1,1,0,NA,NA,0,0,0,0,1,0,0,0
CERC182,Inland Tanna,0,14,16,0.5,1,33,1,0,0,NA,NA,0,0,0,0,1,0,0,0
CERC183,Inland Tanna,0,25,5,1,1,21,1,1,1,NA,NA,0,0,0,0,1,0,0,0
CERC184,Inland Tanna,0,15,15,NA,NA,28,1,4,0,NA,NA,0,0,0,0,1,0,0,0
CERC185,Inland Tanna,0,NA,NA,NA,NA,19,1,0,6,NA,NA,0,0,0,0,1,0,0,0
CERC186,Inland Tanna,0,13,17,1,1,52,1,4,0,NA,NA,0,0,0,0,0,0,0,0
CERC187,Inland Tanna,0,11,19,1,1,47,1,8,0,NA,NA,0,0,0,0,0,0,0,0
CERC188,Inland Tanna,0,17,13,0.5,1,30,1,0,0,NA,NA,0,0,0,0,1,0,0,0
CERC189,Lovu,0,17,13,1,1,50,0,2,8,NA,0.4,0,1,1,1,0,0,0,0
CERC19,Coastal Tanna,0,20,10,1,1,20,0,0,6,NA,NA,0,0,0,0,0,0,0,0
CERC190,Lovu,0,12,18,1,1,44,0,2,11,NA,NA,0,0,0,1,1,0,0,0
CERC191,Lovu,0,12,18,1,1,24,1,0,19,NA,NA,0,0,0,0,0,1,1,0
CERC192,Lovu,0,17,13,0.5,1,18,1,NA,13,0.333333333,NA,1,0,1,1,0,0,0,0
CERC193,Lovu,0,13,17,1,1,31,0,2,6,0.333333333,1,1,1,2,1,1,0,0,0
CERC194,Lovu,0,8,22,0.5,1,42,1,2,6,NA,NA,0,0,0,0,0,0,0,0
CERC195,Lovu,0,10,20,1,1,20,1,NA,15,1,NA,1,0,1,0,1,0,0,0
CERC196,Lovu,0,17,13,0.5,0.5,32,1,2,8,0.666666667,0.666666667,1,1,2,0,1,0,0,0
CERC197,Lovu,0,16,14,0.5,1,66,1,3,7,1,0.666666667,1,1,2,1,1,0,0,0
CERC198,Lovu,0,14,16,1,1,23,0,2,10,0.666666667,0.666666667,1,1,2,1,1,0,0,0
CERC199,Lovu,0,19,11,0.5,1,20,1,0,16,0.2,0.4,1,1,2,1,1,0,0,0
CERC2,Coastal Tanna,0,16,14,NA,NA,26,0,2,13,NA,NA,0,0,0,0,1,0,0,0
CERC20,Coastal Tanna,0,15,15,1,1,42,0,4,6,NA,NA,0,0,0,0,1,0,0,0
CERC200,Lovu,0,11,19,1,1,19,1,0,15,0.8,NA,1,0,1,1,1,1,1,0
CERC201,Lovu,0,13,17,0.5,1,20,1,NA,13,0.6,1,1,1,2,0,0,0,0,0
CERC202,Lovu,0,20,10,0.5,1,55,0,4,8,1,1,1,1,2,0,0,0,0,0
CERC203,Lovu,0,16,14,0.5,0.5,34,1,2,10,NA,NA,0,0,0,0,1,0,0,0
CERC204,Lovu,0,17,13,1,1,24,0,2,NA,1,0.5,1,1,2,0,0,0,0,0
CERC205,Lovu,0,20,10,0.5,1,54,0,4,8,0.666666667,0.666666667,1,1,2,1,1,0,0,0
CERC206,Lovu,0,15,15,1,1,48,0,2,9,1,0.666666667,1,1,2,0,0,0,0,0
CERC207,Lovu,0,18,12,1,1,62,0,0,2,1,NA,1,0,1,0,0,0,0,0
CERC208,Lovu,0,11,19,1,1,60,0,1,7,NA,NA,0,0,0,1,1,0,0,0
CERC209,Lovu,0,11,19,1,1,40,1,2,9,NA,0.333333333,0,1,1,0,1,0,0,0
CERC21,Coastal Tanna,0,14,16,1,1,21,0,0,15,NA,0.4,0,1,1,0,1,0,0,0
CERC210,Lovu,0,17,13,1,1,43,0,2,10,NA,NA,0,0,0,0,1,0,0,0
CERC211,Lovu,0,11,19,0.5,1,65,0,3,8,NA,1,0,1,1,1,1,0,0,0
CERC212,Lovu,0,17,13,1,1,67,0,1,8,1,1,1,1,2,1,0,0,0,0
CERC213,Lovu,0,15,15,1,1,55,0,4,2,NA,NA,0,0,0,1,0,0,0,0
CERC214,Lovu,0,19,11,1,1,64,0,7,5,NA,0.5,0,1,1,0,0,0,0,0
CERC215,Lovu,0,13,17,1,1,50,0,2,10,1,NA,1,0,1,1,1,0,0,0
CERC216,Lovu,0,15,15,1,1,34,0,2,12,NA,NA,0,0,0,0,1,0,0,0
CERC217,Lovu,0,19,11,1,1,42,0,2,12,NA,0.5,0,1,1,0,0,0,0,0
CERC218,Lovu,0,19,11,1,1,57,0,5,8,NA,1,0,1,1,1,0,0,0,0
CERC219,Lovu,0,14,16,1,1,60,1,1,0,1,1,1,1,2,0,0,0,0,0
CERC22,Coastal Tanna,0,18,12,1,1,51,0,5,6,NA,NA,0,0,0,0,1,0,0,0
CERC220,Lovu,0,13,17,1,1,68,1,0,7,0.5,NA,1,0,1,0,0,0,0,0
CERC221,Lovu,0,14,16,1,1,65,0,5,0,NA,NA,0,0,0,1,1,0,0,0
CERC222,Lovu,0,16,14,1,1,46,0,2,11,NA,NA,0,0,0,0,1,0,0,0
CERC223,Lovu,0,20,10,1,1,28,1,2,8,1,0.333333333,1,1,2,1,0,0,0,0
CERC224,Lovu,0,14,16,1,1,60,1,5,8,NA,1,0,1,1,1,0,0,0,0
CERC225,Lovu,0,17,13,1,1,67,0,4,0,1,NA,1,0,1,0,0,0,0,0
CERC226,Lovu,0,11,19,0.5,1,63,0,5,6,NA,0.666666667,0,1,1,1,1,0,0,0
CERC227,Lovu,0,20,10,1,1,60,1,2,7,NA,0.75,0,1,1,0,0,0,0,0
CERC228,Lovu,0,15,15,1,1,21,1,NA,6,0.5,0.5,1,1,2,0,1,0,0,0
CERC229,Lovu,0,14,16,1,1,50,0,2,11,NA,NA,0,0,0,0,0,0,0,0
CERC23,Coastal Tanna,0,11,19,0.5,1,30,0,3,7,NA,NA,0,0,0,0,1,0,0,0
CERC230,Lovu,0,17,13,0.5,1,35,0,1,12,NA,0.25,0,1,1,1,0,0,0,0
CERC231,Lovu,0,15,15,1,1,42,0,2,6,NA,NA,0,0,0,1,1,0,0,0
CERC232,Lovu,0,17,13,1,1,48,0,2,11,1,1,1,1,2,0,0,0,0,0
CERC233,Lovu,0,16,14,1,1,31,0,4,10,NA,NA,0,0,0,0,1,0,0,0
CERC234,Lovu,0,19,11,0.5,1,83,0,6,0,0.25,NA,1,0,1,0,0,0,0,0
CERC235,Lovu,0,14,16,1,1,30,0,1,14,1,0.75,1,1,2,1,1,0,0,0
CERC236,Lovu,0,14,16,0,1,20,0,2,11,NA,NA,0,0,0,0,0,0,0,0
CERC237,Lovu,0,11,19,0,1,53,0,3,12,1,0.5,1,1,2,1,1,0,0,0
CERC238,Lovu,0,14,16,1,1,22,0,1,8,0.333333333,1,1,1,2,0,0,0,0,0
CERC239,Lovu,0,18,12,1,1,NA,0,2,NA,NA,0.5,0,1,1,0,0,0,0,0
CERC24,Coastal Tanna,0,16,14,0,1,23,1,0,10,1,NA,1,0,1,0,0,0,0,0
CERC240,Lovu,0,15,15,1,1,30,0,2,11,NA,NA,0,0,0,1,1,0,0,0
CERC241,Lovu,0,15,15,0.5,1,78,1,6,0,1,0.333333333,1,1,2,0,1,1,1,0
CERC242,Lovu,0,18,12,1,1,49,1,2,6,0.5,0.333333333,1,1,2,0,1,0,0,0
CERC243,Lovu,0,11,19,1,1,53,0,3,10,NA,NA,0,0,0,1,0,0,0,0
CERC244,Lovu,0,11,19,0.5,1,19,0,0,12,NA,NA,0,0,0,1,1,1,1,0
CERC245,Lovu,0,20,10,1,1,33,1,0,12,0.4,NA,1,0,1,0,0,0,0,0
CERC246,Lovu,0,10,20,1,1,42,0,2,8,NA,NA,0,0,0,1,0,0,0,0
CERC247,Lovu,0,15,15,1,1,55,0,2,7,NA,NA,0,0,0,1,0,0,0,0
CERC248,Lovu,0,18,12,1,1,20,0,NA,12,0.333333333,0.333333333,1,1,2,0,1,0,0,0
CERC249,Lovu,0,18,12,0.5,1,50,0,2,10,NA,0.666666667,0,1,1,0,1,0,0,0
CERC25,Coastal Tanna,0,16,14,1,1,60,1,4,6,NA,0.8,0,1,1,0,1,0,0,0
CERC250,Lovu,0,14,16,1,1,45,0,3,8,1,0.5,1,1,2,0,0,0,0,0
CERC251,Lovu,0,15,15,0.5,1,60,0,3,6,NA,0.5,0,1,1,1,1,1,1,0
CERC252,Lovu,0,15,15,1,1,36,0,1,12,1,NA,1,0,1,1,1,0,0,0
CERC253,Lovu,0,11,19,1,1,22,1,1,11,NA,NA,0,0,0,0,0,0,0,0
CERC254,Lovu,0,7,23,0.5,0.5,27,0,2,10,0.666666667,1,1,1,2,1,1,0,0,0
CERC255,Lovu,0,13,17,1,1,55,1,1,12,0.2,0.75,1,1,2,0,0,0,0,0
CERC256,Lovu,0,13,17,0.5,1,42,0,3,11,NA,NA,0,0,0,1,0,0,0,0
CERC257,Lovu,0,14,16,1,1,74,0,6,7,NA,0.25,0,1,1,0,1,0,0,0
CERC258,Lovu,0,16,14,1,1,58,0,2,8,0.2,NA,1,0,1,1,1,0,0,0
CERC259,Lovu,0,14,16,1,1,47,0,1,10,1,0.333333333,1,1,2,1,1,0,0,0
CERC26,Coastal Tanna,0,14,16,0.5,1,41,1,3,12,0.6,0.8,1,1,2,0,1,0,0,0
CERC260,Lovu,0,18,12,1,1,48,0,1,10,NA,NA,0,0,0,1,1,0,0,0
CERC261,Lovu,0,14,16,1,1,60,1,1,5,0.666666667,0.5,1,1,2,0,1,1,1,0
CERC262,Lovu,0,14,16,0.5,1,68,0,2,7,1,NA,1,0,1,0,0,0,0,0
CERC263,Lovu,0,17,13,0.5,1,37,0,1,12,0.2,0.75,1,1,2,0,1,0,0,0
CERC264,Lovu,0,15,15,1,1,19,1,0,9,1,NA,1,0,1,1,1,0,0,0
CERC265,Mauritius,0,9,21,1,1,24,1,1,6,NA,0.2,0,1,1,0,1,0,0,0
CERC266,Mauritius,0,19,11,1,1,60,0,6,4,NA,NA,0,0,0,0,0,0,0,0
CERC267,Mauritius,0,9,21,0,1,23,1,0,6,NA,NA,0,0,0,0,0,0,0,0
CERC268,Mauritius,0,15,15,0,1,25,1,0,6,NA,NA,0,0,0,0,1,0,0,0
CERC269,Mauritius,0,17,13,1,1,50,0,3,5,NA,NA,0,0,0,0,1,0,0,0
CERC27,Coastal Tanna,0,14,16,0.5,1,25,1,1,10,NA,NA,0,0,0,0,0,0,0,0
CERC270,Mauritius,0,10,20,0.5,1,18,1,0,10,NA,NA,0,0,0,0,1,0,0,0
CERC271,Mauritius,0,15,15,0.5,0.5,18,1,0,11,NA,NA,0,0,0,0,0,0,0,0
CERC272,Mauritius,0,17,13,0.5,1,24,1,0,6,NA,NA,0,0,0,0,1,0,0,0
CERC273,Mauritius,0,15,15,1,1,59,0,4,6,NA,NA,0,0,0,0,0,0,0,0
CERC274,Mauritius,0,17,13,1,1,28,0,2,6,NA,NA,0,0,0,0,1,0,0,0
CERC275,Mauritius,0,12,18,1,1,42,1,2,6,NA,NA,0,0,0,0,1,0,0,0
CERC276,Mauritius,0,10,20,0.5,1,24,1,0,10,NA,NA,0,0,0,0,1,0,0,0
CERC277,Mauritius,0,15,15,0.5,1,59,1,4,6,NA,1,0,1,1,0,1,0,0,0
CERC278,Mauritius,0,14,16,0.5,0,20,0,0,10,NA,NA,0,0,0,0,0,0,0,0
CERC279,Mauritius,0,15,15,0.5,1,50,1,3,12,NA,NA,0,0,0,0,0,0,0,0
CERC28,Coastal Tanna,0,15,15,1,1,59,1,4,6,NA,NA,0,0,0,0,0,0,0,0
CERC280,Mauritius,0,15,15,0,NA,32,1,1,11,NA,NA,0,0,0,0,1,1,1,0
CERC281,Mauritius,0,11,19,0.5,0.5,22,0,0,10,NA,NA,0,0,0,0,0,0,0,0
CERC282,Mauritius,0,11,19,1,1,35,1,2,11,NA,NA,0,0,0,0,0,0,0,0
CERC283,Mauritius,0,16,14,0,0.5,61,0,3,10,NA,NA,0,0,0,0,1,0,0,0
CERC284,Mauritius,0,17,13,0,1,55,1,6,2,NA,NA,0,0,0,0,0,0,0,0
CERC285,Mauritius,0,15,15,0,0.5,45,1,2,4,NA,NA,0,0,0,0,0,0,0,0
CERC286,Mauritius,0,21,9,0,1,52,1,0,4,NA,NA,0,0,0,0,0,0,0,0
CERC287,Mauritius,0,19,11,1,1,28,1,0,11,NA,NA,0,0,0,0,1,0,0,0
CERC288,Mauritius,0,13,17,1,1,26,0,1,10,NA,NA,0,0,0,0,0,0,0,0
CERC289,Mauritius,0,17,13,0.5,1,55,0,0,11,NA,NA,0,0,0,0,0,0,0,0
CERC29,Coastal Tanna,0,19,11,1,1,43,1,2,7,NA,NA,0,0,0,0,1,0,0,0
CERC290,Mauritius,0,15,15,0.5,1,23,0,0,6,NA,NA,0,0,0,0,1,0,0,0
CERC291,Mauritius,0,20,10,1,0.5,18,1,0,8,NA,NA,0,0,0,0,1,0,0,0
CERC292,Mauritius,0,13,17,1,1,22,1,0,11,NA,NA,0,0,0,0,1,0,0,0
CERC293,Mauritius,0,10,20,0.5,1,18,1,0,11,NA,NA,0,0,0,0,1,0,0,0
CERC294,Mauritius,0,16,14,0,1,38,1,0,11,NA,NA,0,0,0,0,0,0,0,0
CERC295,Mauritius,0,12,18,1,1,35,1,0,6,NA,NA,0,0,0,0,0,0,0,0
CERC296,Mauritius,0,10,20,0,1,74,1,3,6,0.6,NA,1,0,1,0,1,0,0,0
CERC297,Mauritius,0,15,15,1,1,21,1,0,11,0.166666667,NA,1,0,1,0,0,0,0,0
CERC298,Mauritius,0,18,12,0.5,1,54,1,1,6,NA,NA,0,0,0,0,0,0,0,0
CERC299,Mauritius,0,13,17,0,1,52,1,4,6,NA,NA,0,0,0,0,0,0,0,0
CERC3,Coastal Tanna,0,17,13,1,1,75,0,6,0,NA,NA,0,0,0,0,1,0,0,0
CERC30,Coastal Tanna,0,25,5,1,1,30,1,3,6,NA,NA,0,0,0,0,1,0,0,0
CERC301,Mauritius,0,17,13,1,1,61,1,4,0,NA,NA,0,0,0,0,1,0,0,0
CERC302,Mauritius,0,12,18,0.5,1,56,1,3,6,NA,NA,0,0,0,0,0,0,0,0
CERC303,Mauritius,0,15,15,1,1,45,0,3,5,NA,NA,0,0,0,0,1,0,0,0
CERC304,Mauritius,0,19,11,0.5,0.5,61,1,3,6,NA,NA,0,0,0,0,0,0,0,0
CERC305,Mauritius,0,19,11,0.5,1,37,1,1,12,NA,NA,0,0,0,0,1,0,0,0
CERC306,Mauritius,0,16,14,0,1,55,1,3,6,NA,NA,0,0,0,0,0,0,0,0
CERC307,Mauritius,0,13,17,1,1,41,1,2,6,NA,NA,0,0,0,0,1,1,1,0
CERC31,Coastal Tanna,0,15,15,1,1,42,1,3,6,0.6,NA,1,0,1,0,0,0,0,0
CERC310,Mauritius,0,15,15,1,1,26,1,0,6,NA,NA,0,0,0,0,1,1,1,0
CERC311,Mauritius,0,11,19,1,1,33,1,0,9,NA,NA,0,0,0,1,0,0,0,0
CERC312,Mauritius,0,17,13,0.5,1,36,1,2,7,NA,NA,0,0,0,1,1,0,0,0
CERC314,Mauritius,0,15,15,1,1,47,0,3,11,NA,NA,0,0,0,1,0,0,0,0
CERC315,Mauritius,0,15,15,1,1,35,0,2,9,NA,NA,0,0,0,1,0,0,0,0
CERC316,Mauritius,0,20,10,0.5,1,22,1,0,6,NA,NA,0,0,0,1,0,0,0,0
CERC317,Mauritius,0,20,10,1,1,24,1,0,11,NA,NA,0,0,0,1,0,0,0,0
CERC318,Mauritius,0,18,12,0,1,40,0,2,11,NA,0.6,0,1,1,1,1,0,0,0
CERC319,Mauritius,0,22,8,0,1,78,1,3,6,NA,NA,0,0,0,1,1,0,0,0
CERC32,Coastal Tanna,0,14,16,1,1,30,1,2,10,NA,NA,0,0,0,0,0,0,0,0
CERC320,Mauritius,0,15,15,1,1,18,0,0,6,NA,NA,0,0,0,1,0,0,0,0
CERC321,Mauritius,0,16,14,1,1,19,1,0,11,NA,NA,0,0,0,1,1,0,0,0
CERC322,Mauritius,0,15,15,1,1,20,1,0,13,NA,NA,0,0,0,1,1,0,0,0
CERC323,Mauritius,0,14,16,1,1,19,1,0,13,NA,NA,0,0,0,1,0,0,0,0
CERC324,Mauritius,0,14,16,1,1,18,0,0,10,NA,NA,0,0,0,1,0,0,0,0
CERC325,Mauritius,0,14,16,0.5,1,31,0,1,11,NA,NA,0,0,0,1,0,1,1,0
CERC326,Mauritius,0,4,26,0,1,25,0,2,11,NA,NA,0,0,0,1,1,0,0,0
CERC327,Mauritius,0,12,18,1,1,59,1,2,10,NA,NA,0,0,0,1,1,0,0,0
CERC328,Mauritius,0,17,13,1,1,26,1,0,10,NA,NA,0,0,0,1,1,1,1,0
CERC329,Mauritius,0,15,15,NA,1,18,0,0,13,NA,NA,0,0,0,1,1,0,0,0
CERC33,Coastal Tanna,0,12,18,1,1,21,1,0,10,NA,NA,0,0,0,0,1,0,0,0
CERC330,Mauritius,0,16,14,1,1,34,1,1,7,NA,NA,0,0,0,1,1,0,0,0
CERC331,Mauritius,0,15,15,1,1,20,0,0,13,NA,NA,0,0,0,1,1,0,0,0
CERC332,Mauritius,0,15,15,0.5,1,21,0,1,10,NA,NA,0,0,0,1,1,0,0,0
CERC333,Mauritius,0,8,22,0,0,52,1,5,13,NA,NA,0,0,0,1,0,0,0,0
CERC334,Mauritius,0,8,22,1,1,18,1,0,10,1,0.4,1,1,2,1,1,0,0,0
CERC335,Mauritius,0,11,19,0.5,1,34,1,1,6,NA,NA,0,0,0,1,0,0,0,0
CERC336,Mauritius,0,15,15,0.5,1,45,1,2,11,NA,NA,0,0,0,1,0,0,0,0
CERC337,Mauritius,0,14,16,0,0,34,1,0,6,NA,NA,0,0,0,1,0,0,0,0
CERC338,Mauritius,0,6,24,1,0,38,1,1,9,NA,NA,0,0,0,1,1,0,0,0
CERC339,Mauritius,0,9,21,0,1,23,1,0,6,NA,NA,0,0,0,1,1,0,0,0
